ndar id,ndar name,ndar missing value,mapping,ndar range,coins id,default value,coins name,coins missing value,function,args,coins range
,,,,,375,,twinv-apev_061t-1,,,,-1::1
,,,,,376,,pilot-apev_061t-1,,,,-1::1
,,,,,377,,hgrd1_tv1-apev_061t-1,,,,-1::1
,,,,,378,,twinv-apra_061t-1,,,,0;1
,,,,,379,,pilot-apra_061t-1,,,,0;1
,,,,,380,,hgrd1_tv1-apra_061t-1,,,,0;1
,,,,,381,,twinv-apev_062t-1,,,,-1::1
,,,,,382,,pilot-apev_062t-1,,,,-1::1
,,,,,383,,hgrd1_tv1-apev_062t-1,,,,-1::1
,,,,,384,,twinv-apra_062t-1,,,,0;1
,,,,,385,,pilot-apra_062t-1,,,,0;1
,,,,,386,,hgrd1_tv1-apra_062t-1,,,,0;1
,,,,,387,,twinv-apev_063t-1,,,,-1::1
,,,,,388,,pilot-apev_063t-1,,,,-1::1
,,,,,389,,hgrd1_tv1-apev_063t-1,,,,-1::1
,,,,,390,,twinv-apra_063t-1,,,,0;1
,,,,,391,,pilot-apra_063t-1,,,,0;1
,,,,,392,,hgrd1_tv1-apra_063t-1,,,,0;1
,,,,,393,,twinv-apev_064t-1,,,,-1::1
,,,,,394,,pilot-apev_064t-1,,,,-1::1
,,,,,395,,hgrd1_tv1-apev_064t-1,,,,-1::1
,,,,,396,,twinv-apra_064t-1,,,,0;1
,,,,,397,,pilot-apra_064t-1,,,,0;1
,,,,,398,,hgrd1_tv1-apra_064t-1,,,,0;1
,,,,,399,,twinv-apev_065t-1,,,,-1::1
,,,,,400,,pilot-apev_065t-1,,,,-1::1
,,,,,401,,hgrd1_tv1-apev_065t-1,,,,-1::1
,,,,,402,,twinv-apra_065t-1,,,,0;1
,,,,,403,,pilot-apra_065t-1,,,,0;1
,,,,,404,,hgrd1_tv1-apra_065t-1,,,,0;1
,,,,,405,,twinv-apev_066t-1,,,,-1::1
,,,,,406,,pilot-apev_066t-1,,,,-1::1
,,,,,407,,hgrd1_tv1-apev_066t-1,,,,-1::1
,,,,,408,,twinv-apra_066t-1,,,,0;1
,,,,,409,,pilot-apra_066t-1,,,,0;1
,,,,,410,,hgrd1_tv1-apra_066t-1,,,,0;1
,,,,,411,,twinv-apev_067t-1,,,,-1::1
,,,,,412,,pilot-apev_067t-1,,,,-1::1
,,,,,413,,hgrd1_tv1-apev_067t-1,,,,-1::1
,,,,,414,,twinv-apra_067t-1,,,,0;1
,,,,,415,,pilot-apra_067t-1,,,,0;1
,,,,,416,,hgrd1_tv1-apra_067t-1,,,,0;1
,,,,,417,,twinv-apev_068t-1,,,,-1::1
,,,,,418,,pilot-apev_068t-1,,,,-1::1
,,,,,419,,hgrd1_tv1-apev_068t-1,,,,-1::1
,,,,,420,,twinv-apra_068t-1,,,,0;1
,,,,,421,,pilot-apra_068t-1,,,,0;1
,,,,,422,,hgrd1_tv1-apra_068t-1,,,,0;1
,,,,,423,,twinv-apev_069t-1,,,,-1::1
,,,,,424,,pilot-apev_069t-1,,,,-1::1
,,,,,425,,hgrd1_tv1-apev_069t-1,,,,-1::1
,,,,,426,,twinv-apra_069t-1,,,,0;1
,,,,,427,,pilot-apra_069t-1,,,,0;1
,,,,,428,,hgrd1_tv1-apra_069t-1,,,,0;1
,,,,,429,,twinv-apev_070t-1,,,,-1::1
,,,,,430,,pilot-apev_070t-1,,,,-1::1
,,,,,431,,hgrd1_tv1-apev_070t-1,,,,-1::1
,,,,,432,,twinv-apra_070t-1,,,,0;1
,,,,,433,,pilot-apra_070t-1,,,,0;1
,,,,,434,,hgrd1_tv1-apra_070t-1,,,,0;1
,,,,,435,,twinv-apev_071t-1,,,,-1::1
,,,,,436,,pilot-apev_071t-1,,,,-1::1
,,,,,437,,hgrd1_tv1-apev_071t-1,,,,-1::1
,,,,,438,,twinv-apra_071t-1,,,,0;1
,,,,,439,,pilot-apra_071t-1,,,,0;1
,,,,,440,,hgrd1_tv1-apra_071t-1,,,,0;1
,,,,,441,,twinv-apev_072t-1,,,,-1::1
,,,,,442,,pilot-apev_072t-1,,,,-1::1
,,,,,443,,hgrd1_tv1-apev_072t-1,,,,-1::1
,,,,,444,,twinv-apra_072t-1,,,,0;1
,,,,,445,,pilot-apra_072t-1,,,,0;1
,,,,,446,,hgrd1_tv1-apra_072t-1,,,,0;1
,,,,,447,,twinv-apev_073t-1,,,,-1::1
,,,,,448,,pilot-apev_073t-1,,,,-1::1
,,,,,449,,hgrd1_tv1-apev_073t-1,,,,-1::1
,,,,,450,,twinv-apra_073t-1,,,,0;1
,,,,,451,,pilot-apra_073t-1,,,,0;1
,,,,,452,,hgrd1_tv1-apra_073t-1,,,,0;1
,,,,,453,,twinv-apev_074t-1,,,,-1::1
,,,,,454,,pilot-apev_074t-1,,,,-1::1
,,,,,455,,hgrd1_tv1-apev_074t-1,,,,-1::1
,,,,,456,,twinv-apra_074t-1,,,,0;1
,,,,,457,,pilot-apra_074t-1,,,,0;1
,,,,,458,,hgrd1_tv1-apra_074t-1,,,,0;1
,,,,,459,,twinv-apev_075t-1,,,,-1::1
,,,,,460,,pilot-apev_075t-1,,,,-1::1
,,,,,461,,hgrd1_tv1-apev_075t-1,,,,-1::1
,,,,,462,,twinv-apra_075t-1,,,,0;1
,,,,,463,,pilot-apra_075t-1,,,,0;1
,,,,,464,,hgrd1_tv1-apra_075t-1,,,,0;1
,,,,,465,,twinv-apev_076t-1,,,,-1::1
,,,,,466,,pilot-apev_076t-1,,,,-1::1
,,,,,467,,hgrd1_tv1-apev_076t-1,,,,-1::1
,,,,,468,,twinv-apra_076t-1,,,,0;1
,,,,,469,,pilot-apra_076t-1,,,,0;1
,,,,,470,,hgrd1_tv1-apra_076t-1,,,,0;1
,,,,,471,,twinv-apev_077t-1,,,,-1::1
,,,,,472,,pilot-apev_077t-1,,,,-1::1
,,,,,473,,hgrd1_tv1-apev_077t-1,,,,-1::1
,,,,,474,,twinv-apra_077t-1,,,,0;1
,,,,,475,,pilot-apra_077t-1,,,,0;1
,,,,,476,,hgrd1_tv1-apra_077t-1,,,,0;1
,,,,,477,,twinv-apev_078t-1,,,,-1::1
,,,,,478,,pilot-apev_078t-1,,,,-1::1
,,,,,479,,hgrd1_tv1-apev_078t-1,,,,-1::1
,,,,,480,,twinv-apra_078t-1,,,,0;1
,,,,,481,,pilot-apra_078t-1,,,,0;1
,,,,,482,,hgrd1_tv1-apra_078t-1,,,,0;1
,,,,,483,,twinv-apev_079t-1,,,,-1::1
,,,,,484,,pilot-apev_079t-1,,,,-1::1
,,,,,485,,hgrd1_tv1-apev_079t-1,,,,-1::1
,,,,,486,,twinv-apra_079t-1,,,,0;1
,,,,,487,,pilot-apra_079t-1,,,,0;1
,,,,,488,,hgrd1_tv1-apra_079t-1,,,,0;1
,,,,,489,,twinv-apev_080t-1,,,,-1::1
,,,,,490,,pilot-apev_080t-1,,,,-1::1
,,,,,491,,hgrd1_tv1-apev_080t-1,,,,-1::1
,,,,,492,,twinv-apra_080t-1,,,,0;1
,,,,,493,,pilot-apra_080t-1,,,,0;1
,,,,,494,,hgrd1_tv1-apra_080t-1,,,,0;1
,,,,,495,,twinv-apev_081t-1,,,,-1::1
,,,,,496,,pilot-apev_081t-1,,,,-1::1
,,,,,497,,hgrd1_tv1-apev_081t-1,,,,-1::1
,,,,,498,,twinv-apra_081t-1,,,,0;1
,,,,,499,,pilot-apra_081t-1,,,,0;1
,,,,,500,,hgrd1_tv1-apra_081t-1,,,,0;1
,,,,,501,,twinv-apev_082t-1,,,,-1::1
,,,,,502,,pilot-apev_082t-1,,,,-1::1
,,,,,503,,hgrd1_tv1-apev_082t-1,,,,-1::1
,,,,,504,,twinv-apra_082t-1,,,,0;1
,,,,,505,,pilot-apra_082t-1,,,,0;1
,,,,,506,,hgrd1_tv1-apra_082t-1,,,,0;1
,,,,,507,,twinv-apev_083t-1,,,,-1::1
,,,,,508,,pilot-apev_083t-1,,,,-1::1
,,,,,509,,hgrd1_tv1-apev_083t-1,,,,-1::1
,,,,,510,,twinv-apra_083t-1,,,,0;1
,,,,,511,,pilot-apra_083t-1,,,,0;1
,,,,,512,,hgrd1_tv1-apra_083t-1,,,,0;1
,,,,,513,,twinv-apev_084t-1,,,,-1::1
,,,,,514,,pilot-apev_084t-1,,,,-1::1
,,,,,515,,hgrd1_tv1-apev_084t-1,,,,-1::1
,,,,,516,,twinv-apra_084t-1,,,,0;1
,,,,,517,,pilot-apra_084t-1,,,,0;1
,,,,,518,,hgrd1_tv1-apra_084t-1,,,,0;1
,,,,,519,,twinv-apev_085t-1,,,,-1::1
,,,,,520,,pilot-apev_085t-1,,,,-1::1
,,,,,521,,hgrd1_tv1-apev_085t-1,,,,-1::1
,,,,,522,,twinv-apra_085t-1,,,,0;1
,,,,,523,,pilot-apra_085t-1,,,,0;1
,,,,,524,,hgrd1_tv1-apra_085t-1,,,,0;1
,,,,,525,,twinv-apev_086t-1,,,,-1::1
,,,,,526,,pilot-apev_086t-1,,,,-1::1
,,,,,527,,hgrd1_tv1-apev_086t-1,,,,-1::1
,,,,,528,,twinv-apra_086t-1,,,,0;1
,,,,,529,,pilot-apra_086t-1,,,,0;1
,,,,,530,,hgrd1_tv1-apra_086t-1,,,,0;1
,,,,,531,,twinv-apev_087t-1,,,,-1::1
,,,,,532,,pilot-apev_087t-1,,,,-1::1
,,,,,533,,hgrd1_tv1-apev_087t-1,,,,-1::1
,,,,,534,,twinv-apra_087t-1,,,,0;1
,,,,,535,,pilot-apra_087t-1,,,,0;1
,,,,,536,,hgrd1_tv1-apra_087t-1,,,,0;1
,,,,,537,,twinv-apev_088t-1,,,,-1::1
,,,,,538,,pilot-apev_088t-1,,,,-1::1
,,,,,539,,hgrd1_tv1-apev_088t-1,,,,-1::1
,,,,,540,,twinv-apra_088t-1,,,,0;1
,,,,,541,,pilot-apra_088t-1,,,,0;1
,,,,,542,,hgrd1_tv1-apra_088t-1,,,,0;1
,,,,,543,,twinv-apev_089t-1,,,,-1::1
,,,,,544,,pilot-apev_089t-1,,,,-1::1
,,,,,545,,hgrd1_tv1-apev_089t-1,,,,-1::1
,,,,,546,,twinv-apra_089t-1,,,,0;1
,,,,,547,,pilot-apra_089t-1,,,,0;1
,,,,,548,,hgrd1_tv1-apra_089t-1,,,,0;1
,,,,,549,,twinv-apev_090t-1,,,,-1::1
,,,,,550,,pilot-apev_090t-1,,,,-1::1
,,,,,551,,hgrd1_tv1-apev_090t-1,,,,-1::1
,,,,,552,,twinv-apra_090t-1,,,,0;1
,,,,,553,,pilot-apra_090t-1,,,,0;1
,,,,,554,,hgrd1_tv1-apra_090t-1,,,,0;1
,,,,,555,,twinv-apev_091t-1,,,,-1::1
,,,,,556,,pilot-apev_091t-1,,,,-1::1
,,,,,557,,hgrd1_tv1-apev_091t-1,,,,-1::1
,,,,,558,,twinv-apra_091t-1,,,,0;1
,,,,,559,,pilot-apra_091t-1,,,,0;1
,,,,,560,,hgrd1_tv1-apra_091t-1,,,,0;1
,,,,,561,,twinv-apev_092t-1,,,,-1::1
,,,,,562,,pilot-apev_092t-1,,,,-1::1
,,,,,563,,hgrd1_tv1-apev_092t-1,,,,-1::1
,,,,,564,,twinv-apra_092t-1,,,,0;1
,,,,,565,,pilot-apra_092t-1,,,,0;1
,,,,,566,,hgrd1_tv1-apra_092t-1,,,,0;1
,,,,,567,,twinv-apev_093t-1,,,,-1::1
,,,,,568,,pilot-apev_093t-1,,,,-1::1
,,,,,569,,hgrd1_tv1-apev_093t-1,,,,-1::1
,,,,,570,,twinv-apra_093t-1,,,,0;1
,,,,,571,,pilot-apra_093t-1,,,,0;1
,,,,,572,,hgrd1_tv1-apra_093t-1,,,,0;1
