tire,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subjectkey,src_subject_id,interview_date,interview_age,gender,quest_instruct,tiret_1,tiret_2,tiret_3,tiret_4,tiret_5,tiret_6,tiret_7,tiret_8,tiret_9,tiret_10,tiret_11,tiret_12,tiret_13,tiret_14,tiret_15,tiret_16,tiret_17,tiret_18,tiret_19,tiret_20,tiret_21,tiret_22,tiret_23,tiret_24,tiret_25,tiret_26,tiret_27,tiret_28,tiret_29,tiret_30,tiret_31,tiret_32,tiret_33,tiret_34,tiret_35,tiret_36,tiret_37,tiret_38,tiret_39,tiret_40,tiret_41,tiret_42,tiret_43,tiret_44,tiret_45,tiret_46,comments_misc,tiret_negpar,tiret_pospar,tiret_twclo,tiret_twqf,tiret_frsubj,tiret_dpc,tiret_mopr,tiretfapr,tiret_domtw,tiret_twdifpr,respond
M53794461,M53794461,M53794461,M53794461,M53794461,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53717791,M53717791,M53717791,M53717791,M53717791,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53796599,M53796599,M53796599,M53796599,M53796599,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53715010,M53715010,M53715010,M53715010,M53715010,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53725219,M53725219,M53725219,M53725219,M53725219,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53753893,M53753893,M53753893,M53753893,M53753893,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53735877,M53735877,M53735877,M53735877,M53735877,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53720351,M53720351,M53720351,M53720351,M53720351,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53771504,M53771504,M53771504,M53771504,M53771504,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53798096,M53798096,M53798096,M53798096,M53798096,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53702771,M53702771,M53702771,M53702771,M53702771,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53767074,M53767074,M53767074,M53767074,M53767074,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53773844,M53773844,M53773844,M53773844,M53773844,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53768311,M53768311,M53768311,M53768311,M53768311,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53798247,M53798247,M53798247,M53798247,M53798247,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53745009,M53745009,M53745009,M53745009,M53745009,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53750965,M53750965,M53750965,M53750965,M53750965,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53728474,M53728474,M53728474,M53728474,M53728474,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53742433,M53742433,M53742433,M53742433,M53742433,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53795245,M53795245,M53795245,M53795245,M53795245,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53796010,M53796010,M53796010,M53796010,M53796010,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53791589,M53791589,M53791589,M53791589,M53791589,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53792462,M53792462,M53792462,M53792462,M53792462,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53748803,M53748803,M53748803,M53748803,M53748803,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53783925,M53783925,M53783925,M53783925,M53783925,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53787489,M53787489,M53787489,M53787489,M53787489,Empty',3,3,3,3,4,2,3,3,4,4,1,1,2,3,5,5,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,2,3,2,4,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53752773,M53752773,M53752773,M53752773,M53752773,Empty',3,4,2,3,3,2,4,3,4,3,2,3,1,3,5,4,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,5,1,3,3,5,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53787758,M53787758,M53787758,M53787758,M53787758,Empty',4,3,3,3,5,1,5,5,5,5,1,1,1,1,5,5,5,1,2,3,3,3,6,6,3,3,6,3,3,3,3,3,3,3,3,2,2,2,3,5,1,1,1,5,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53773526,M53773526,M53773526,M53773526,M53773526,Empty',3,3,9999,3,3,1,3,3,2,3,3,3,3,3,3,5,3,1,3,3,3,3,2,3,2,3,3,3,3,3,3,3,9999,9999,3,3,3,3,2,5,3,3,1,5,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53704741,M53704741,M53704741,M53704741,M53704741,Empty',3,3,9999,4,3,2,3,3,2,3,4,3,3,3,4,4,2,4,3,2,2,3,4,1,3,1,1,1,2,4,4,4,4,4,1,4,4,5,5,4,4,2,4,5,4,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53710441,M53710441,M53710441,M53710441,M53710441,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53741458,M53741458,M53741458,M53741458,M53741458,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53762618,M53762618,M53762618,M53762618,M53762618,Empty',5,1,1,1,5,1,5,4,4,3,5,3,5,5,2,4,2,2,2,2,2,3,3,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53771795,M53771795,M53771795,M53771795,M53771795,Empty',2,3,3,3,4,2,4,3,4,4,4,4,3,3,5,4,3,2,2,3,3,3,3,2,3,3,4,3,3,3,3,3,4,3,3,1,1,2,4,5,2,3,2,5,4,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53755934,M53755934,M53755934,M53755934,M53755934,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53796009,M53796009,M53796009,M53796009,M53796009,Empty',3,2,3,2,3,3,1,3,1,3,1,3,4,3,2,3,2,2,5,2,5,3,3,3,1,3,3,4,3,5,3,4,2,2,3,4,4,4,2,4,4,4,4,3,4,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53725576,M53725576,M53725576,M53725576,M53725576,Empty',3,3,3,5,2,2,2,1,3,4,1,1,1,1,3,3,5,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,4,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53701268,M53701268,M53701268,M53701268,M53701268,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53797811,M53797811,M53797811,M53797811,M53797811,Empty',3,3,3,2,2,2,4,4,4,4,3,3,3,3,5,5,4,2,4,2,2,3,3,2,2,2,2,3,3,3,3,4,4,4,4,3,3,2,3,4,3,2,3,4,3,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53760116,M53760116,M53760116,M53760116,M53760116,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53700471,M53700471,M53700471,M53700471,M53700471,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53749753,M53749753,M53749753,M53749753,M53749753,Empty',3,3,3,3,3,3,1,5,1,4,3,3,3,3,3,3,3,2,4,3,2,3,3,3,2,3,3,3,3,4,3,2,3,3,3,3,3,2,3,4,3,2,2,3,4,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53747058,M53747058,M53747058,M53747058,M53747058,Empty',2,2,2,3,4,2,4,5,4,5,4,4,4,2,2,5,5,1,5,2,5,2,2,2,2,4,2,4,2,3,3,5,4,2,2,3,1,1,2,4,2,2,2,4,4,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53761671,M53761671,M53761671,M53761671,M53761671,Empty',3,3,3,3,4,3,4,4,4,4,3,3,3,3,4,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,2,2,3,5,5,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53706908,M53706908,M53706908,M53706908,M53706908,Empty',4,3,3,3,2,2,1,5,1,5,1,1,3,1,5,5,5,1,1,1,1,3,5,4,5,4,3,1,3,1,2,1,3,3,3,1,5,3,5,2,4,5,5,4,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53776900,M53776900,M53776900,M53776900,M53776900,Empty',1,3,2,3,2,4,9999,3,9999,5,9999,2,9999,2,9999,2,5,1,6,3,6,3,6,4,6,3,4,6,3,6,3,4,3,3,3,2,3,4,3,3,3,3,3,4,4,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53779833,M53779833,M53779833,M53779833,M53779833,Empty',2,3,3,3,5,2,2,4,3,3,2,4,2,4,2,3,2,2,4,1,3,2,3,4,4,5,5,3,3,3,2,3,4,4,3,3,3,4,3,4,2,3,2,4,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53776134,M53776134,M53776134,M53776134,M53776134,Empty',2,3,3,3,3,3,4,4,3,3,1,3,2,3,1,5,3,2,1,3,1,2,4,4,4,3,3,1,3,3,3,3,3,3,3,3,3,3,3,5,1,4,2,5,5,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53796654,M53796654,M53796654,M53796654,M53796654,Empty',1,3,3,3,3,3,4,3,4,4,3,3,1,2,5,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,5,1,1,1,5,5,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53730804,M53730804,M53730804,M53730804,M53730804,Empty',3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,5,1,2,2,4,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53715062,M53715062,M53715062,M53715062,M53715062,Empty',3,3,3,3,4,2,4,3,3,3,3,3,2,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,2,2,1,4,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53790771,M53790771,M53790771,M53790771,M53790771,Empty',3,3,2,5,5,1,2,5,3,4,1,4,3,4,3,3,2,2,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,2,2,5,1,2,2,5,5,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53767433,M53767433,M53767433,M53767433,M53767433,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53700355,M53700355,M53700355,M53700355,M53700355,Empty',3,2,3,3,4,2,2,3,3,3,3,3,4,3,2,4,3,2,4,4,3,3,2,3,2,3,2,3,3,3,3,4,3,3,3,1,1,1,2,2,4,4,4,3,2,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53758815,M53758815,M53758815,M53758815,M53758815,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53747486,M53747486,M53747486,M53747486,M53747486,Empty',2,2,3,3,3,3,3,3,4,4,1,1,1,3,5,3,5,2,3,3,3,3,9999,9999,9999,9999,4,3,3,3,3,4,4,9999,3,4,3,3,3,5,2,4,4,3,5,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53741965,M53741965,M53741965,M53741965,M53741965,Empty',4,3,3,3,4,2,1,3,2,2,1,3,4,3,2,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,4,3,2,3,3,3,3,3,3,3,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53700499,M53700499,M53700499,M53700499,M53700499,Empty',2,2,1,1,4,2,4,4,4,4,3,3,1,1,5,5,4,1,3,3,3,3,4,4,3,3,4,3,3,3,3,2,3,3,2,3,3,3,4,3,3,3,3,3,4,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53768069,M53768069,M53768069,M53768069,M53768069,Empty',3,3,3,4,4,1,6,5,6,5,6,5,6,3,3,3,5,1,6,5,6,3,6,3,6,2,2,6,3,6,3,3,3,3,3,3,3,4,2,5,1,1,1,5,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53757807,M53757807,M53757807,M53757807,M53757807,Empty',2,3,1,2,2,3,3,4,3,4,2,2,3,3,5,4,3,2,4,2,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,5,1,2,2,3,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
